Grade;first_exam;second_exam;total;exam_year;exam_semester;exam_number;course;degree
2,3;0;2;2;2017;Wintersemester;332211002;Microeconomics (Ph.D.);Master
2,7;2;4;6;2017;Wintersemester;332211002;Microeconomics (Ph.D.);Master
3,0;2;3;5;2017;Wintersemester;332211002;Microeconomics (Ph.D.);Master
3,3;3;2;5;2017;Wintersemester;332211002;Microeconomics (Ph.D.);Master
3,7;2;0;2;2017;Wintersemester;332211002;Microeconomics (Ph.D.);Master
4,0;0;1;1;2017;Wintersemester;332211002;Microeconomics (Ph.D.);Master
5,0;6;1;7;2017;Wintersemester;332211002;Microeconomics (Ph.D.);Master
1,0;;;3;2017;Wintersemester;332224027;Corporate Finance;Master
1,3;;;4;2017;Wintersemester;332224027;Corporate Finance;Master
1,7;;;2;2017;Wintersemester;332224027;Corporate Finance;Master
2,0;;;1;2017;Wintersemester;332224027;Corporate Finance;Master
2,3;;;1;2017;Wintersemester;332224027;Corporate Finance;Master
2,7;;;2;2017;Wintersemester;332224027;Corporate Finance;Master
3,0;;;0;2017;Wintersemester;332224027;Corporate Finance;Master
3,3;;;0;2017;Wintersemester;332224027;Corporate Finance;Master
3,7;;;0;2017;Wintersemester;332224027;Corporate Finance;Master
4,0;;;0;2017;Wintersemester;332224027;Corporate Finance;Master
5,0;;;2;2017;Wintersemester;332224027;Corporate Finance;Master
1,0;;;2;2017;Wintersemester;332225028;Econometric Theory;Master
1,3;;;1;2017;Wintersemester;332225028;Econometric Theory;Master
1,7;;;1;2017;Wintersemester;332225028;Econometric Theory;Master
2,0;;;1;2017;Wintersemester;332225028;Econometric Theory;Master
2,3;;;0;2017;Wintersemester;332225028;Econometric Theory;Master
2,7;;;0;2017;Wintersemester;332225028;Econometric Theory;Master
3,0;;;0;2017;Wintersemester;332225028;Econometric Theory;Master
3,3;;;1;2017;Wintersemester;332225028;Econometric Theory;Master
3,7;;;0;2017;Wintersemester;332225028;Econometric Theory;Master
4,0;;;0;2017;Wintersemester;332225028;Econometric Theory;Master
5,0;;;1;2017;Wintersemester;332225028;Econometric Theory;Master
1,0;;;4;2017;Wintersemester;332223022;Economics and Psychology;Master
1,3;;;2;2017;Wintersemester;332223022;Economics and Psychology;Master
1,7;;;1;2017;Wintersemester;332223022;Economics and Psychology;Master
2,0;;;0;2017;Wintersemester;332223022;Economics and Psychology;Master
2,3;;;3;2017;Wintersemester;332223022;Economics and Psychology;Master
2,7;;;0;2017;Wintersemester;332223022;Economics and Psychology;Master
3,0;;;1;2017;Wintersemester;332223022;Economics and Psychology;Master
3,3;;;1;2017;Wintersemester;332223022;Economics and Psychology;Master
3,7;;;0;2017;Wintersemester;332223022;Economics and Psychology;Master
4,0;;;0;2017;Wintersemester;332223022;Economics and Psychology;Master
5,0;;;7;2017;Wintersemester;332223022;Economics and Psychology;Master
1,0;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
1,3;10;;10;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
1,7;4;;4;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
2,0;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
2,3;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
2,7;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
3,0;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
3,3;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
3,7;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
4,0;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
5,0;0;;0;2017;Wintersemester;332223026;Effective Programming Practices for Economists;Master
1,0;1;1;2;2017;Wintersemester;332222020;Growth and Development Economics;Master
1,3;4;3;7;2017;Wintersemester;332222020;Growth and Development Economics;Master
1,7;2;6;8;2017;Wintersemester;332222020;Growth and Development Economics;Master
2,0;0;1;1;2017;Wintersemester;332222020;Growth and Development Economics;Master
2,3;1;2;3;2017;Wintersemester;332222020;Growth and Development Economics;Master
2,7;0;0;0;2017;Wintersemester;332222020;Growth and Development Economics;Master
3,0;0;0;0;2017;Wintersemester;332222020;Growth and Development Economics;Master
3,3;0;0;0;2017;Wintersemester;332222020;Growth and Development Economics;Master
3,7;0;0;0;2017;Wintersemester;332222020;Growth and Development Economics;Master
4,0;0;0;0;2017;Wintersemester;332222020;Growth and Development Economics;Master
5,0;6;2;8;2017;Wintersemester;332222020;Growth and Development Economics;Master
1,0;;;2;2017;Wintersemester;332223016;Industrial Organization;Master
1,3;;;1;2017;Wintersemester;332223016;Industrial Organization;Master
1,7;;;4;2017;Wintersemester;332223016;Industrial Organization;Master
2,0;;;0;2017;Wintersemester;332223016;Industrial Organization;Master
2,3;;;0;2017;Wintersemester;332223016;Industrial Organization;Master
2,7;;;0;2017;Wintersemester;332223016;Industrial Organization;Master
3,0;;;0;2017;Wintersemester;332223016;Industrial Organization;Master
3,3;;;0;2017;Wintersemester;332223016;Industrial Organization;Master
3,7;;;1;2017;Wintersemester;332223016;Industrial Organization;Master
4,0;;;0;2017;Wintersemester;332223016;Industrial Organization;Master
5,0;;;4;2017;Wintersemester;332223016;Industrial Organization;Master
1,0;1;0;1;2017;Wintersemester;332223015;Managerial Accounting;Master
1,3;2;0;2;2017;Wintersemester;332223015;Managerial Accounting;Master
1,7;1;1;2;2017;Wintersemester;332223015;Managerial Accounting;Master
2,0;0;1;1;2017;Wintersemester;332223015;Managerial Accounting;Master
2,3;1;1;2;2017;Wintersemester;332223015;Managerial Accounting;Master
2,7;1;0;1;2017;Wintersemester;332223015;Managerial Accounting;Master
3,0;0;0;0;2017;Wintersemester;332223015;Managerial Accounting;Master
3,3;1;1;2;2017;Wintersemester;332223015;Managerial Accounting;Master
3,7;0;0;0;2017;Wintersemester;332223015;Managerial Accounting;Master
4,0;0;1;1;2017;Wintersemester;332223015;Managerial Accounting;Master
5,0;2;3;5;2017;Wintersemester;332223015;Managerial Accounting;Master
1,0;;;2;2017;Wintersemester;332224023;Option Pricing;Master
1,3;;;0;2017;Wintersemester;332224023;Option Pricing;Master
1,7;;;2;2017;Wintersemester;332224023;Option Pricing;Master
2,0;;;0;2017;Wintersemester;332224023;Option Pricing;Master
2,3;;;2;2017;Wintersemester;332224023;Option Pricing;Master
2,7;;;0;2017;Wintersemester;332224023;Option Pricing;Master
3,0;;;0;2017;Wintersemester;332224023;Option Pricing;Master
3,3;;;0;2017;Wintersemester;332224023;Option Pricing;Master
3,7;;;0;2017;Wintersemester;332224023;Option Pricing;Master
4,0;;;0;2017;Wintersemester;332224023;Option Pricing;Master
5,0;;;0;2017;Wintersemester;332224023;Option Pricing;Master
1,0;;;3;2017;Wintersemester;332225029;Stochastic Processes;Master
1,3;;;1;2017;Wintersemester;332225029;Stochastic Processes;Master
1,7;;;2;2017;Wintersemester;332225029;Stochastic Processes;Master
2,0;;;1;2017;Wintersemester;332225029;Stochastic Processes;Master
2,3;;;1;2017;Wintersemester;332225029;Stochastic Processes;Master
2,7;;;0;2017;Wintersemester;332225029;Stochastic Processes;Master
3,0;;;0;2017;Wintersemester;332225029;Stochastic Processes;Master
3,3;;;0;2017;Wintersemester;332225029;Stochastic Processes;Master
3,7;;;1;2017;Wintersemester;332225029;Stochastic Processes;Master
4,0;;;1;2017;Wintersemester;332225029;Stochastic Processes;Master
5,0;;;5;2017;Wintersemester;332225029;Stochastic Processes;Master
1,0;6;;6;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
1,3;3;;3;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
1,7;0;;0;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
2,0;0;;0;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
2,3;4;;4;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
2,7;0;;0;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
3,0;0;;0;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
3,3;0;;0;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
3,7;0;;0;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
4,0;2;;2;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
5,0;0;;0;2017;Wintersemester;332225050;Research Module in Economectrics and Statistics;Master
1,0;3;;3;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
1,3;0;;0;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
1,7;7;;7;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
2,0;3;;3;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
2,3;2;;2;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
2,7;1;;1;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
3,0;0;;0;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
3,3;2;;2;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
3,7;0;;0;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
4,0;0;;0;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
5,0;0;;0;2017;Wintersemester;332224050;Research Module in Financial Economics;Master
1,0;3;;3;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
1,3;3;;3;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
1,7;4;;4;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
2,0;5;;5;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
2,3;0;;0;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
2,7;0;;0;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
3,0;0;;0;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
3,3;0;;0;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
3,7;0;;0;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
4,0;0;;0;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
5,0;0;;0;2017;Wintersemester;332222050;Research Module in Macroeconomics and Public Economics;Master
1,0;0;;0;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
1,3;6;;6;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
1,7;2;;2;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
2,0;4;;4;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
2,3;1;;1;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
2,7;0;;0;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
3,0;0;;0;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
3,3;0;;0;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
3,7;0;;0;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
4,0;0;;0;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
5,0;0;;0;2017;Wintersemester;332223050;Research Module in Management and Applied Microeconomics;Master
1,0;5;;5;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
1,3;1;;1;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
1,7;2;;2;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
2,0;1;;1;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
2,3;1;;1;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
2,7;0;;0;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
3,0;0;;0;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
3,3;0;;0;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
3,7;0;;0;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
4,0;0;;0;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
5,0;0;;0;2017;Wintersemester;332221050;Research Module in Microeconomic Theory;Master
1,0;8;1;9;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
1,3;5;1;6;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
1,7;8;1;9;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
2,0;10;5;15;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
2,3;8;7;15;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
2,7;11;6;17;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
3,0;7;8;15;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
3,3;13;4;17;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
3,7;10;10;20;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
4,0;6;10;16;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
5,0;36;21;57;2016;Wintersemester;333210000;Grundzüge der Volkswirtschaftslehre;Bachelor
1,0;6;0;6;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
1,3;0;1;1;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
1,7;4;0;4;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
2,0;4;1;5;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
2,3;4;0;4;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
2,7;7;1;8;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
3,0;1;2;3;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
3,3;1;1;2;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
3,7;2;0;2;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
4,0;3;1;4;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
5,0;5;7;12;2016;Wintersemester;333210001;Grundzüge der VWL: Einführung in die Mikroökonomik;Bachelor
1,0;14;13;27;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
1,3;8;8;16;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
1,7;12;8;20;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
2,0;5;12;17;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
2,3;9;2;11;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
2,7;8;11;19;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
3,0;13;8;21;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
3,3;8;11;19;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
3,7;13;8;21;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
4,0;16;7;23;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
5,0;58;24;82;2016;Wintersemester;333210003;Grundzüge der BWL: Einführung in die Theorie der Unternehmung;Bachelor
1,0;6;3;9;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
1,3;7;5;12;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
1,7;5;3;8;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
2,0;7;13;20;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
2,3;22;1;23;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
2,7;11;7;18;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
3,0;15;5;20;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
3,3;16;8;24;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
3,7;17;9;26;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
4,0;22;10;32;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
5,0;64;43;107;2016;Wintersemester;333210005;Grundzüge der Statistik A;Bachelor
1,0;4;1;5;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,3;15;2;17;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,7;15;3;18;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,0;13;6;19;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,3;11;4;15;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
2,7;15;7;22;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,0;9;2;11;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,3;7;5;12;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
3,7;7;6;13;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
4,0;5;5;10;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
5,0;53;56;109;2016;Wintersemester;333210007;Mathematische Methoden für Wirtschaftswissenschaftler A;Bachelor
1,0;7;5;12;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
1,3;6;7;13;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
1,7;6;13;19;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
2,0;11;10;21;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
2,3;19;16;35;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
2,7;16;13;29;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
3,0;27;11;38;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
3,3;22;14;36;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
3,7;17;7;24;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
4,0;13;3;16;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
5,0;25;26;51;2016;Wintersemester;333210008;Mathematische Methoden für Wirtschaftswissenschaftler B;Bachelor
1,0;5;3;8;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
1,3;6;3;9;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
1,7;12;2;14;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
2,0;8;9;17;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
2,3;7;9;16;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
2,7;14;9;23;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
3,0;12;9;21;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
3,3;8;7;15;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
3,7;14;12;26;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
4,0;16;5;21;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
5,0;22;15;37;2016;Wintersemester;333210010;Mikroökonomik B;Bachelor
1,0;33;21;54;2016;Wintersemester;333210011;Makroökonomik A;Bachelor
1,3;19;19;38;2016;Wintersemester;333210011;Makroökonomik A;Bachelor
